ID_Livro,Titulo,Numero_Paginas,Data_Aquisicao,Categoria,Valor_Aquisicao,Exemplares_Disponiveis,Biblioteca,Exemplares_Emprestados,Idioma,Renovacoes_Realizadas
1480,Cem Anos de Solidão #1480,713,2019-01-19,Realismo Mágico,142.29,6,ES,10,Português,2
1481,Neuromancer #1481,295,2019-01-20,Distopia,24.19,8,SP,0,Espanhol,0
1482,A Revolução dos Bichos #1482,439,2019-01-21,Ficção,28.87,8,MG,4,Inglês,0
1483,O Hobbit #1483,1092,2019-01-22,Distopia,51.53,2,ES,4,Francês,1
1484,It - A Coisa #1484,762,2019-01-23,Suspense,146.67,10,SP,11,Português,4
1485,Dom Casmurro #1485,1048,2019-01-24,Ficção,45.15,10,RJ,5,Português,1
1486,O Pequeno Príncipe #1486,203,2019-01-25,Clássico,21.64,9,SP,9,Francês,7
1487,A Hora da Estrela #1487,859,2019-01-26,Ficção,87.16,1,MG,2,Francês,4
1488,Ensaio Sobre a Cegueira #1488,357,2019-01-27,Fantasia,106.93,4,ES,6,Inglês,1
1489,O Código Da Vinci #1489,666,2019-01-28,Terror,89.45,10,ES,6,Francês,4
1490,Ensaio Sobre a Cegueira #1490,425,2019-01-29,Infantil,51.94,2,RJ,10,Francês,1
1491,O Senhor dos Anéis #1491,1053,2019-01-30,Fantasia,109.41,3,MG,1,Português,8
1492,It - A Coisa #1492,112,2019-01-31,Terror,74.92,7,SP,3,Inglês,4
1493,O Hobbit #1493,1132,2019-02-01,Terror,49.03,7,MG,8,Português,0
1494,A Revolução dos Bichos #1494,471,2019-02-02,Clássico,126.37,8,MG,3,Espanhol,0
1495,O Senhor dos Anéis #1495,436,2019-02-03,Clássico,142.79,7,RJ,6,Espanhol,4
1496,Cem Anos de Solidão #1496,230,2019-02-04,Romance,65.11,8,RJ,10,Português,1
1497,Ensaio Sobre a Cegueira #1497,1056,2019-02-05,Ficção,44.94,6,MG,3,Inglês,2
1498,A Revolução dos Bichos #1498,781,2019-02-06,Ficção,80.25,10,RJ,6,Português,8
1499,O Código Da Vinci #1499,1106,2019-02-07,Fantasia,37.38,7,MG,4,Inglês,5
1500,O Pequeno Príncipe #1500,411,2019-02-08,Clássico,129.35,5,MG,2,Inglês,7
1501,Neuromancer #1501,279,2019-02-09,Ficção,77.44,7,RJ,8,Inglês,7
1502,O Alquimista #1502,850,2019-02-10,Suspense,51.48,10,ES,6,Francês,8
1503,1984 #1503,990,2019-02-11,Romance,84.97,2,SP,0,Português,1
1504,Dom Casmurro #1504,1183,2019-02-12,Ficção Científica,106.13,2,ES,3,Inglês,6
1505,Memórias Póstumas #1505,546,2019-02-13,Ficção,138.35,6,ES,7,Espanhol,1
1506,O Senhor dos Anéis #1506,348,2019-02-14,Romance,112.65,7,ES,12,Português,0
1507,Cem Anos de Solidão #1507,1077,2019-02-15,Distopia,135.93,9,ES,3,Espanhol,6
1508,It - A Coisa #1508,952,2019-02-16,Ficção Científica,144.17,4,ES,2,Inglês,3
1509,1984 #1509,1022,2019-02-17,Romance,104.63,4,MG,4,Espanhol,0
1510,O Senhor dos Anéis #1510,1157,2019-02-18,Fantasia,69.09,9,SP,5,Espanhol,6
1511,A Revolução dos Bichos #1511,536,2019-02-19,Clássico,62.06,1,SP,2,Português,6
1512,Grande Sertão: Veredas #1512,266,2019-02-20,Distopia,48.96,10,RJ,1,Francês,5
1513,O Senhor dos Anéis #1513,956,2019-02-21,Clássico,106.61,8,RJ,5,Francês,5
1514,Drácula #1514,561,2019-02-22,Realismo Mágico,63.25,9,ES,12,Português,5
1515,O Pequeno Príncipe #1515,221,2019-02-23,Ficção Científica,134.52,7,ES,7,Português,3
1516,Grande Sertão: Veredas #1516,378,2019-02-24,Romance,120.51,4,SP,7,Espanhol,3
1517,Memórias Póstumas #1517,417,2019-02-25,Romance,103.39,1,MG,3,Francês,0
1518,O Hobbit #1518,274,2019-02-26,Fantasia,134.1,4,RJ,5,Português,2
1519,Moby Dick #1519,230,2019-02-27,Ficção Científica,98.99,7,ES,6,Português,5
1520,Capitães da Areia #1520,140,2019-02-28,Clássico,108.29,6,ES,0,Português,1
1521,Neuromancer #1521,653,2019-03-01,Romance,133.71,4,MG,4,Espanhol,5
1522,Grande Sertão: Veredas #1522,849,2019-03-02,Realismo Mágico,116.51,6,MG,2,Português,0
1523,O Código Da Vinci #1523,647,2019-03-03,Ficção,143.15,7,MG,4,Espanhol,3
1524,Ensaio Sobre a Cegueira #1524,397,2019-03-04,Romance,67.04,4,MG,12,Francês,6
1525,It - A Coisa #1525,541,2019-03-05,Fantasia,37.55,6,SP,8,Espanhol,3
1526,Capitães da Areia #1526,866,2019-03-06,Clássico,111.18,2,MG,10,Francês,2
1527,It - A Coisa #1527,380,2019-03-07,Romance,99.21,5,SP,10,Francês,8
1528,O Alquimista #1528,773,2019-03-08,Clássico,113.76,3,RJ,6,Espanhol,3
1529,It - A Coisa #1529,587,2019-03-09,Romance,36.53,6,MG,0,Português,3
1530,O Hobbit #1530,813,2019-03-10,Distopia,128.78,3,ES,4,Francês,6
1531,Cem Anos de Solidão #1531,515,2019-03-11,Clássico,121.68,6,ES,10,Espanhol,8
1532,Ensaio Sobre a Cegueira #1532,417,2019-03-12,Distopia,20.78,8,SP,3,Espanhol,1
1533,Ensaio Sobre a Cegueira #1533,237,2019-03-13,Infantil,128.44,8,SP,7,Francês,0
1534,O Código Da Vinci #1534,650,2019-03-14,Ficção Científica,95.39,1,ES,10,Inglês,3
1535,O Hobbit #1535,308,2019-03-15,Fantasia,81.25,3,RJ,12,Espanhol,3
1536,Capitães da Areia #1536,256,2019-03-16,Terror,64.87,8,SP,1,Inglês,7
1537,Memórias Póstumas #1537,996,2019-03-17,Ficção Científica,146.91,6,RJ,2,Português,8
1538,Grande Sertão: Veredas #1538,374,2019-03-18,Realismo Mágico,106.74,7,RJ,7,Português,2
1539,Orgulho e Preconceito #1539,1113,2019-03-19,Ficção Científica,97.13,7,RJ,5,Português,1
1540,Drácula #1540,132,2019-03-20,Terror,51.74,7,RJ,7,Português,4
1541,Harry Potter #1541,1052,2019-03-21,Clássico,27.68,6,ES,11,Espanhol,6
1542,Drácula #1542,154,2019-03-22,Infantil,73.08,8,SP,6,Espanhol,1
1543,Grande Sertão: Veredas #1543,83,2019-03-23,Ficção Científica,88.91,5,SP,12,Português,8
1544,1984 #1544,737,2019-03-24,Romance,146.26,10,RJ,2,Inglês,0
1545,A Hora da Estrela #1545,550,2019-03-25,Fantasia,87.53,10,MG,6,Português,4
1546,A Revolução dos Bichos #1546,453,2019-03-26,Romance,117.16,1,MG,8,Português,0
1547,Memórias Póstumas #1547,1166,2019-03-27,Fantasia,121.29,6,SP,11,Português,5
1548,Memórias Póstumas #1548,950,2019-03-28,Ficção,107.35,4,ES,5,Português,2
1549,Memórias Póstumas #1549,695,2019-03-29,Ficção Científica,23.22,10,SP,3,Espanhol,6
1550,Drácula #1550,902,2019-03-30,Clássico,145.7,8,RJ,11,Inglês,8
1551,Dom Casmurro #1551,647,2019-03-31,Fantasia,31.18,7,SP,6,Francês,4
1552,O Código Da Vinci #1552,91,2019-04-01,Romance,29.66,5,ES,4,Português,5
1553,A Hora da Estrela #1553,541,2019-04-02,Infantil,146.88,4,SP,2,Espanhol,4
1554,Grande Sertão: Veredas #1554,145,2019-04-03,Infantil,116.51,3,ES,0,Francês,2
1555,O Pequeno Príncipe #1555,764,2019-04-04,Suspense,147.46,7,RJ,4,Português,7
1556,Ensaio Sobre a Cegueira #1556,804,2019-04-05,Ficção Científica,59.25,3,MG,9,Espanhol,7
1557,Cem Anos de Solidão #1557,418,2019-04-06,Realismo Mágico,113.34,1,RJ,6,Inglês,0
1558,Grande Sertão: Veredas #1558,946,2019-04-07,Fantasia,88.7,1,MG,5,Espanhol,0
1559,O Pequeno Príncipe #1559,360,2019-04-08,Realismo Mágico,139.9,8,SP,9,Espanhol,4
1560,O Senhor dos Anéis #1560,1026,2019-04-09,Ficção,41.55,4,RJ,7,Espanhol,1
1561,Drácula #1561,901,2019-04-10,Terror,40.1,3,SP,4,Espanhol,3
1562,Orgulho e Preconceito #1562,517,2019-04-11,Infantil,114.1,1,SP,9,Francês,4
1563,Ensaio Sobre a Cegueira #1563,903,2019-04-12,Realismo Mágico,142.28,9,SP,0,Inglês,6
1564,Orgulho e Preconceito #1564,1068,2019-04-13,Infantil,36.93,1,RJ,12,Francês,4
1565,Dom Casmurro #1565,893,2019-04-14,Clássico,122.53,7,RJ,5,Inglês,1
1566,It - A Coisa #1566,1198,2019-04-15,Infantil,41.18,10,RJ,7,Francês,5
1567,Cem Anos de Solidão #1567,92,2019-04-16,Clássico,54.12,3,RJ,6,Inglês,6
1568,A Hora da Estrela #1568,307,2019-04-17,Clássico,88.08,3,MG,8,Francês,7
1569,Grande Sertão: Veredas #1569,1041,2019-04-18,Realismo Mágico,112.18,9,ES,6,Espanhol,1
1570,Memórias Póstumas #1570,138,2019-04-19,Infantil,134.67,1,SP,2,Português,0
1571,Ensaio Sobre a Cegueira #1571,804,2019-04-20,Clássico,47.5,7,SP,12,Português,6
1572,1984 #1572,1029,2019-04-21,Terror,148.68,8,SP,1,Espanhol,3
1573,Memórias Póstumas #1573,748,2019-04-22,Ficção,82.63,8,SP,11,Francês,5
1574,Cem Anos de Solidão #1574,1078,2019-04-23,Realismo Mágico,44.72,5,ES,1,Português,4
1575,Ensaio Sobre a Cegueira #1575,720,2019-04-24,Fantasia,41.78,4,SP,11,Francês,6
1576,Harry Potter #1576,132,2019-04-25,Clássico,107.59,2,MG,5,Francês,4
1577,1984 #1577,622,2019-04-26,Realismo Mágico,92.89,5,MG,6,Espanhol,4
1578,Moby Dick #1578,926,2019-04-27,Clássico,81.73,7,SP,9,Espanhol,1
1579,Memórias Póstumas #1579,378,2019-04-28,Realismo Mágico,22.06,2,MG,9,Inglês,4
1580,Ensaio Sobre a Cegueira #1580,866,2019-04-29,Distopia,101.0,7,MG,5,Espanhol,6
1581,Memórias Póstumas #1581,788,2019-04-30,Romance,25.01,6,SP,10,Espanhol,4
1582,O Pequeno Príncipe #1582,506,2019-05-01,Terror,67.16,9,ES,9,Inglês,0
1583,O Alquimista #1583,207,2019-05-02,Clássico,52.54,2,RJ,5,Francês,7
1584,O Hobbit #1584,835,2019-05-03,Infantil,140.48,2,RJ,8,Espanhol,8
1585,Dom Casmurro #1585,435,2019-05-04,Suspense,77.74,2,ES,9,Português,0
1586,O Alquimista #1586,331,2019-05-05,Clássico,54.01,9,ES,1,Português,6
1587,A Revolução dos Bichos #1587,971,2019-05-06,Ficção Científica,142.93,2,ES,3,Espanhol,1
1588,O Senhor dos Anéis #1588,332,2019-05-07,Fantasia,126.55,6,SP,1,Inglês,8
1589,Drácula #1589,593,2019-05-08,Terror,26.52,8,SP,2,Português,5
1590,O Código Da Vinci #1590,391,2019-05-09,Terror,41.93,7,ES,10,Inglês,8
1591,O Hobbit #1591,840,2019-05-10,Ficção,57.2,7,RJ,10,Inglês,8
1592,Harry Potter #1592,1184,2019-05-11,Realismo Mágico,46.92,5,ES,7,Inglês,0
1593,Dom Casmurro #1593,494,2019-05-12,Terror,130.55,1,ES,3,Inglês,6
1594,Capitães da Areia #1594,893,2019-05-13,Clássico,88.17,7,RJ,7,Inglês,4
1595,Orgulho e Preconceito #1595,452,2019-05-14,Romance,107.28,7,RJ,11,Português,6
1596,A Revolução dos Bichos #1596,721,2019-05-15,Ficção,78.9,8,MG,2,Espanhol,4
1597,Memórias Póstumas #1597,237,2019-05-16,Suspense,44.16,2,RJ,6,Inglês,1
1598,Moby Dick #1598,765,2019-05-17,Terror,41.77,10,RJ,2,Francês,1
1599,Cem Anos de Solidão #1599,339,2019-05-18,Suspense,109.64,2,ES,2,Espanhol,1
1600,Neuromancer #1600,228,2019-05-19,Distopia,45.09,3,RJ,2,Espanhol,1
1601,A Revolução dos Bichos #1601,263,2019-05-20,Infantil,120.07,7,MG,6,Inglês,1
1602,Ensaio Sobre a Cegueira #1602,558,2019-05-21,Terror,86.45,2,RJ,1,Espanhol,0
1603,Dom Casmurro #1603,753,2019-05-22,Realismo Mágico,68.95,7,SP,0,Português,2
1604,A Hora da Estrela #1604,898,2019-05-23,Ficção Científica,129.26,6,MG,5,Francês,7
1605,O Código Da Vinci #1605,118,2019-05-24,Suspense,103.94,2,RJ,12,Inglês,6
1606,Capitães da Areia #1606,1063,2019-05-25,Terror,121.64,8,RJ,10,Francês,5
1607,Moby Dick #1607,406,2019-05-26,Fantasia,24.96,3,ES,1,Espanhol,5
1608,O Pequeno Príncipe #1608,690,2019-05-27,Terror,82.1,6,ES,4,Francês,5
1609,Neuromancer #1609,839,2019-05-28,Clássico,123.26,1,ES,5,Inglês,0
1610,1984 #1610,252,2019-05-29,Terror,50.68,8,ES,6,Inglês,1
1611,O Alquimista #1611,787,2019-05-30,Romance,82.89,1,MG,1,Francês,1
1612,Ensaio Sobre a Cegueira #1612,209,2019-05-31,Fantasia,63.65,4,ES,0,Francês,0
1613,O Código Da Vinci #1613,1197,2019-06-01,Terror,56.34,3,RJ,4,Francês,5
1614,Grande Sertão: Veredas #1614,196,2019-06-02,Ficção Científica,40.16,8,SP,7,Inglês,6
1615,Capitães da Areia #1615,857,2019-06-03,Clássico,28.13,1,RJ,6,Francês,8
1616,Grande Sertão: Veredas #1616,407,2019-06-04,Distopia,142.92,3,RJ,8,Inglês,0
1617,1984 #1617,342,2019-06-05,Infantil,56.21,6,SP,12,Inglês,8
1618,Grande Sertão: Veredas #1618,198,2019-06-06,Ficção Científica,114.29,7,MG,11,Espanhol,0
1619,O Código Da Vinci #1619,464,2019-06-07,Infantil,138.55,6,MG,7,Inglês,3
1620,1984 #1620,855,2019-06-08,Suspense,103.08,5,MG,10,Inglês,3
1621,O Senhor dos Anéis #1621,482,2019-06-09,Realismo Mágico,111.1,7,ES,2,Inglês,4
1622,Orgulho e Preconceito #1622,405,2019-06-10,Romance,74.26,5,MG,2,Espanhol,1
1623,O Senhor dos Anéis #1623,200,2019-06-11,Distopia,119.58,9,RJ,0,Espanhol,7
1624,O Hobbit #1624,387,2019-06-12,Ficção Científica,90.34,1,ES,11,Português,7
1625,A Hora da Estrela #1625,471,2019-06-13,Suspense,28.29,5,RJ,0,Português,3
1626,1984 #1626,432,2019-06-14,Ficção,77.01,10,SP,8,Francês,3
1627,Ensaio Sobre a Cegueira #1627,103,2019-06-15,Ficção,85.62,7,RJ,9,Inglês,0
1628,Moby Dick #1628,519,2019-06-16,Distopia,146.98,7,MG,11,Português,5
1629,Grande Sertão: Veredas #1629,852,2019-06-17,Distopia,65.87,1,ES,7,Português,5
1630,Cem Anos de Solidão #1630,520,2019-06-18,Clássico,62.41,9,SP,2,Francês,3
1631,O Senhor dos Anéis #1631,1173,2019-06-19,Fantasia,32.38,4,RJ,7,Inglês,0
1632,Cem Anos de Solidão #1632,923,2019-06-20,Ficção,148.08,3,ES,7,Francês,5
1633,Ensaio Sobre a Cegueira #1633,397,2019-06-21,Terror,53.64,8,SP,7,Francês,8
1634,Moby Dick #1634,537,2019-06-22,Infantil,68.77,4,ES,4,Espanhol,1
1635,O Senhor dos Anéis #1635,637,2019-06-23,Ficção,129.48,8,ES,10,Francês,0
1636,It - A Coisa #1636,494,2019-06-24,Distopia,139.57,9,ES,4,Inglês,8
1637,Dom Casmurro #1637,824,2019-06-25,Realismo Mágico,102.79,9,MG,10,Inglês,7
1638,It - A Coisa #1638,875,2019-06-26,Ficção,134.1,2,RJ,2,Inglês,7
1639,Dom Casmurro #1639,718,2019-06-27,Suspense,61.37,2,ES,10,Espanhol,0
1640,O Código Da Vinci #1640,394,2019-06-28,Ficção Científica,129.49,1,RJ,8,Português,6
1641,Memórias Póstumas #1641,146,2019-06-29,Ficção Científica,133.09,8,ES,10,Espanhol,0
1642,Drácula #1642,973,2019-06-30,Ficção,125.49,5,SP,6,Português,7
1643,O Pequeno Príncipe #1643,206,2019-07-01,Romance,53.09,3,RJ,3,Inglês,4
1644,A Hora da Estrela #1644,526,2019-07-02,Infantil,25.92,8,SP,1,Francês,4
1645,Neuromancer #1645,454,2019-07-03,Suspense,86.64,2,MG,7,Inglês,0
1646,Dom Casmurro #1646,1022,2019-07-04,Fantasia,128.28,2,MG,11,Inglês,4
1647,Neuromancer #1647,390,2019-07-05,Ficção Científica,74.32,2,MG,5,Inglês,8
1648,Neuromancer #1648,631,2019-07-06,Romance,84.3,4,SP,7,Francês,4
1649,A Hora da Estrela #1649,307,2019-07-07,Fantasia,24.52,2,RJ,12,Português,3
1650,O Senhor dos Anéis #1650,739,2019-07-08,Fantasia,109.13,10,RJ,10,Francês,5
1651,Memórias Póstumas #1651,483,2019-07-09,Realismo Mágico,80.53,2,MG,2,Português,0
1652,Memórias Póstumas #1652,704,2019-07-10,Clássico,59.89,5,RJ,4,Português,0
1653,O Código Da Vinci #1653,520,2019-07-11,Ficção,120.64,2,SP,2,Português,8
1654,O Hobbit #1654,581,2019-07-12,Ficção Científica,127.5,1,RJ,1,Francês,5
1655,Moby Dick #1655,1092,2019-07-13,Romance,52.58,8,SP,12,Francês,5
1656,O Hobbit #1656,508,2019-07-14,Distopia,30.57,6,SP,4,Francês,8
1657,Orgulho e Preconceito #1657,985,2019-07-15,Ficção Científica,38.19,7,ES,12,Francês,7
1658,A Hora da Estrela #1658,84,2019-07-16,Distopia,99.91,5,MG,8,Francês,3
1659,O Pequeno Príncipe #1659,868,2019-07-17,Terror,124.14,4,RJ,12,Espanhol,1
1660,It - A Coisa #1660,1061,2019-07-18,Realismo Mágico,61.48,1,MG,4,Inglês,7
1661,O Pequeno Príncipe #1661,974,2019-07-19,Infantil,77.88,3,SP,9,Inglês,2
1662,Drácula #1662,92,2019-07-20,Ficção Científica,98.92,6,SP,4,Espanhol,6
1663,Ensaio Sobre a Cegueira #1663,561,2019-07-21,Ficção,80.11,7,SP,0,Francês,0
1664,Orgulho e Preconceito #1664,1178,2019-07-22,Suspense,130.27,4,MG,1,Inglês,0
1665,Grande Sertão: Veredas #1665,519,2019-07-23,Infantil,102.54,9,MG,2,Espanhol,6
1666,Dom Casmurro #1666,92,2019-07-24,Romance,126.44,4,RJ,3,Inglês,1
1667,Capitães da Areia #1667,153,2019-07-25,Realismo Mágico,127.91,6,SP,0,Espanhol,4
1668,Moby Dick #1668,101,2019-07-26,Romance,49.55,5,MG,1,Inglês,7
1669,O Pequeno Príncipe #1669,462,2019-07-27,Ficção Científica,79.65,2,MG,3,Francês,3
1670,O Hobbit #1670,485,2019-07-28,Romance,46.73,7,MG,3,Espanhol,7
1671,O Pequeno Príncipe #1671,495,2019-07-29,Ficção Científica,25.43,5,RJ,0,Português,4
1672,It - A Coisa #1672,842,2019-07-30,Ficção Científica,108.84,4,SP,0,Inglês,7
1673,Ensaio Sobre a Cegueira #1673,319,2019-07-31,Infantil,34.83,3,SP,6,Espanhol,7
1674,O Hobbit #1674,660,2019-08-01,Clássico,71.04,6,RJ,2,Espanhol,0
1675,A Hora da Estrela #1675,994,2019-08-02,Ficção,121.26,3,SP,9,Português,3
1676,A Revolução dos Bichos #1676,481,2019-08-03,Realismo Mágico,123.95,7,MG,7,Francês,4
1677,Drácula #1677,756,2019-08-04,Ficção Científica,109.97,10,SP,1,Inglês,7
1678,O Hobbit #1678,440,2019-08-05,Ficção Científica,98.1,5,SP,0,Francês,7
1679,O Código Da Vinci #1679,1107,2019-08-06,Suspense,144.74,3,MG,6,Inglês,5
1680,A Revolução dos Bichos #1680,388,2019-08-07,Distopia,20.87,2,RJ,2,Português,5
1681,A Hora da Estrela #1681,1200,2019-08-08,Distopia,56.4,7,ES,8,Português,4
1682,Dom Casmurro #1682,288,2019-08-09,Ficção,96.82,1,MG,4,Espanhol,1
1683,1984 #1683,439,2019-08-10,Fantasia,58.18,6,SP,7,Português,8
1684,Moby Dick #1684,1051,2019-08-11,Ficção Científica,86.8,4,ES,6,Inglês,1
1685,1984 #1685,401,2019-08-12,Clássico,91.99,7,SP,6,Espanhol,0
1686,O Código Da Vinci #1686,400,2019-08-13,Infantil,122.06,4,RJ,4,Francês,0
1687,Dom Casmurro #1687,1018,2019-08-14,Ficção,119.46,3,MG,9,Português,6
1688,Drácula #1688,309,2019-08-15,Infantil,41.2,2,SP,1,Português,6
1689,A Revolução dos Bichos #1689,882,2019-08-16,Infantil,141.02,9,RJ,5,Espanhol,3
1690,Orgulho e Preconceito #1690,241,2019-08-17,Suspense,136.81,5,ES,3,Francês,5
1691,Cem Anos de Solidão #1691,1007,2019-08-18,Infantil,22.02,7,MG,5,Espanhol,0
1692,O Pequeno Príncipe #1692,404,2019-08-19,Ficção Científica,66.87,9,RJ,11,Inglês,1
1693,Drácula #1693,1067,2019-08-20,Suspense,90.36,1,MG,5,Francês,8
1694,O Pequeno Príncipe #1694,944,2019-08-21,Distopia,82.5,7,RJ,4,Francês,8
1695,A Hora da Estrela #1695,876,2019-08-22,Suspense,145.04,1,ES,10,Português,8
1696,Moby Dick #1696,398,2019-08-23,Distopia,51.8,2,SP,8,Inglês,2
1697,O Senhor dos Anéis #1697,805,2019-08-24,Clássico,21.5,4,RJ,8,Francês,0
1698,A Revolução dos Bichos #1698,654,2019-08-25,Realismo Mágico,109.92,5,RJ,10,Espanhol,7
1699,Moby Dick #1699,1172,2019-08-26,Distopia,93.1,9,SP,10,Português,0
1700,Drácula #1700,424,2019-08-27,Ficção Científica,93.52,10,ES,4,Português,8
1701,Harry Potter #1701,1098,2019-08-28,Infantil,62.73,3,RJ,2,Espanhol,0
1702,O Código Da Vinci #1702,535,2019-08-29,Ficção Científica,127.1,1,SP,4,Francês,2
1703,1984 #1703,1054,2019-08-30,Terror,142.94,5,ES,4,Inglês,7
1704,Cem Anos de Solidão #1704,720,2019-08-31,Ficção Científica,72.43,8,MG,5,Inglês,6
1705,Drácula #1705,357,2019-09-01,Terror,121.26,2,ES,6,Francês,2
1706,A Hora da Estrela #1706,479,2019-09-02,Clássico,114.87,5,RJ,10,Francês,8
1707,Moby Dick #1707,1186,2019-09-03,Clássico,51.3,5,MG,12,Espanhol,6
1708,O Hobbit #1708,1136,2019-09-04,Ficção,143.94,3,MG,6,Inglês,6
1709,O Senhor dos Anéis #1709,471,2019-09-05,Clássico,47.19,5,ES,4,Espanhol,2
1710,O Alquimista #1710,1155,2019-09-06,Infantil,61.0,7,SP,11,Espanhol,4
1711,O Pequeno Príncipe #1711,860,2019-09-07,Ficção Científica,131.64,3,RJ,5,Francês,5
1712,Capitães da Areia #1712,1046,2019-09-08,Clássico,82.91,8,SP,10,Espanhol,8
1713,Dom Casmurro #1713,594,2019-09-09,Ficção,70.15,4,RJ,10,Português,7
1714,Dom Casmurro #1714,264,2019-09-10,Ficção,115.28,2,ES,9,Inglês,2
1715,A Hora da Estrela #1715,1071,2019-09-11,Ficção Científica,103.25,4,RJ,5,Espanhol,8
1716,It - A Coisa #1716,704,2019-09-12,Romance,57.75,9,SP,12,Português,5
1717,Harry Potter #1717,605,2019-09-13,Realismo Mágico,33.45,6,RJ,10,Português,4
1718,Dom Casmurro #1718,681,2019-09-14,Realismo Mágico,74.23,6,ES,3,Inglês,2
1719,1984 #1719,489,2019-09-15,Suspense,98.08,10,MG,1,Espanhol,7
1720,A Hora da Estrela #1720,291,2019-09-16,Fantasia,121.93,2,SP,7,Português,8
1721,Drácula #1721,1065,2019-09-17,Distopia,143.45,6,MG,3,Inglês,0
1722,Cem Anos de Solidão #1722,977,2019-09-18,Infantil,27.96,4,SP,7,Espanhol,4
1723,Memórias Póstumas #1723,705,2019-09-19,Realismo Mágico,66.52,5,SP,3,Português,5
1724,Grande Sertão: Veredas #1724,827,2019-09-20,Infantil,60.36,4,ES,7,Francês,5
1725,O Senhor dos Anéis #1725,168,2019-09-21,Ficção,133.78,6,MG,0,Português,4
1726,Orgulho e Preconceito #1726,1158,2019-09-22,Distopia,147.84,2,MG,7,Espanhol,8
1727,Drácula #1727,603,2019-09-23,Distopia,64.45,5,MG,12,Português,6
1728,Neuromancer #1728,231,2019-09-24,Ficção,128.2,10,ES,11,Francês,5
1729,A Hora da Estrela #1729,922,2019-09-25,Infantil,90.94,8,RJ,9,Espanhol,5
1730,Grande Sertão: Veredas #1730,302,2019-09-26,Suspense,119.54,2,SP,11,Espanhol,3
1731,Ensaio Sobre a Cegueira #1731,618,2019-09-27,Terror,133.95,6,RJ,1,Português,4
1732,A Revolução dos Bichos #1732,806,2019-09-28,Infantil,61.88,7,ES,4,Português,7
1733,O Pequeno Príncipe #1733,766,2019-09-29,Clássico,35.36,9,SP,1,Francês,8
1734,A Revolução dos Bichos #1734,320,2019-09-30,Fantasia,74.79,10,ES,1,Espanhol,8
1735,O Senhor dos Anéis #1735,1024,2019-10-01,Ficção Científica,131.71,3,ES,10,Francês,1
1736,Drácula #1736,779,2019-10-02,Distopia,111.61,9,ES,0,Inglês,4
1737,A Revolução dos Bichos #1737,911,2019-10-03,Terror,134.84,1,SP,2,Espanhol,3
1738,Neuromancer #1738,891,2019-10-04,Distopia,45.17,10,SP,5,Inglês,8
1739,Capitães da Areia #1739,1090,2019-10-05,Ficção,32.37,4,MG,7,Inglês,7
1740,O Pequeno Príncipe #1740,766,2019-10-06,Ficção,29.94,4,ES,7,Francês,5
1741,1984 #1741,1091,2019-10-07,Fantasia,38.22,3,SP,9,Português,6
1742,O Código Da Vinci #1742,816,2019-10-08,Clássico,20.83,10,SP,5,Inglês,2
1743,Neuromancer #1743,841,2019-10-09,Romance,146.08,7,SP,9,Francês,6
1744,Orgulho e Preconceito #1744,732,2019-10-10,Romance,59.93,1,RJ,9,Espanhol,1
1745,Ensaio Sobre a Cegueira #1745,899,2019-10-11,Clássico,75.53,4,MG,2,Francês,8
1746,O Alquimista #1746,89,2019-10-12,Fantasia,67.43,9,RJ,8,Português,3
1747,Memórias Póstumas #1747,90,2019-10-13,Romance,37.64,5,MG,0,Francês,3
1748,It - A Coisa #1748,1135,2019-10-14,Ficção Científica,45.57,5,SP,2,Português,2
1749,Moby Dick #1749,1008,2019-10-15,Clássico,112.76,10,ES,1,Francês,5
1750,Memórias Póstumas #1750,993,2019-10-16,Fantasia,132.51,1,MG,1,Inglês,0
1751,1984 #1751,211,2019-10-17,Distopia,23.27,5,MG,0,Inglês,5
1752,A Revolução dos Bichos #1752,614,2019-10-18,Ficção Científica,119.51,1,ES,9,Espanhol,2
1753,A Hora da Estrela #1753,500,2019-10-19,Clássico,86.24,6,SP,7,Inglês,1
1754,Cem Anos de Solidão #1754,412,2019-10-20,Infantil,145.32,7,MG,8,Espanhol,2
1755,A Hora da Estrela #1755,1122,2019-10-21,Realismo Mágico,109.97,1,MG,12,Espanhol,0
1756,O Alquimista #1756,440,2019-10-22,Romance,114.88,1,MG,9,Espanhol,7
1757,Orgulho e Preconceito #1757,454,2019-10-23,Ficção,79.3,3,RJ,7,Espanhol,6
1758,O Código Da Vinci #1758,597,2019-10-24,Clássico,40.76,6,SP,0,Francês,6
1759,Orgulho e Preconceito #1759,384,2019-10-25,Suspense,97.65,1,ES,7,Português,8
1760,Cem Anos de Solidão #1760,757,2019-10-26,Clássico,89.33,9,MG,0,Inglês,0
1761,Capitães da Areia #1761,977,2019-10-27,Suspense,35.95,3,MG,11,Português,5
1762,O Hobbit #1762,735,2019-10-28,Fantasia,127.09,2,SP,7,Francês,2
1763,O Senhor dos Anéis #1763,184,2019-10-29,Distopia,84.78,6,ES,1,Francês,2
1764,O Pequeno Príncipe #1764,442,2019-10-30,Clássico,131.56,1,ES,7,Francês,4
1765,1984 #1765,437,2019-10-31,Suspense,104.65,3,ES,1,Francês,2
1766,Harry Potter #1766,587,2019-11-01,Clássico,120.26,5,MG,7,Inglês,2
